-87.36	36.53	71.19775
-76.45	41	69.86825
-113.27	54.72	57.35125
-75.2	39.96	56.912875
-63.12	46.23	56.19075
-87.64	41.89	54.007875
-71.55	41.92	52.443
-122.67	49.12	52.4085
-118.88	34.21	50.99025
-71.1	42.35	50.548125
