www.aamu.edu;49.929
www.ab.edu;26.81
www.abtu.edu;7.768
www.adams.edu;68.559
www.adelphi.edu;8.394
www.adrian.edu;29.121
www.aiu-online.com;1.994
www.aiuniv.edu;25.636
www.albizu.edu;46.666
www.albright.edu;42.512
www.algonquincollege.com;1.907
www.alvernia.edu;12.228
www.amherst.edu;28.677
www.andoncollege.org;22.151
www.andrews.edu;30.339
www.appstate.edu;15.392
www.apsu.edu;48.73
www.artacademy.edu;2.814
www.artcenter.edu;83.911
www.asbury.edu;30.177
www.assumptionu.ca;70.36
www.athabascau.ca;96.62
www.atu.edu;36.576
www.augustana.edu;42.696
www.averett.edu;12.659
www.barclaycollege.edu;68.225
www.barton.edu;1.743
www.bc.edu;13.491
www.bellarmine.edu;21.082
www.belmont.edu;63.724
www.ben.edu;64.742
www.bennett.edu;12.348
www.berean.edu;57.938
www.berry.edu;14.774
www.bethel.edu;30.001
www.bloomu.edu;33.913
www.bluffton.edu;35.548
www.boisebible.edu;3.046
www.bowiestate.edu;6.811
www.brandonu.ca;49.254
www.brcn.edu;24.22
www.brevard.edu;15.848
www.bryant.edu;15.332
www.brynmawr.edu;8.611
www.bu.edu;13.218
www.byui.edu;84.453
www.cabrini.edu;18.107
www.cal.devry.ca;20.933
www.calbaptist.edu;38.732
www.callutheran.edu;69.156
www.calvin.edu;34.841
www.camosun.bc.ca;80.036
www.campbell.edu;1.538
www.capella.edu;3.055
www.catawba.edu;28.201
www.cbc.edu;38.093
www.ccbc.ca;35.506
www.cccb.edu;69.292
www.cedarcrest.edu;12.34
www.centenary.edu;12.5
www.ciis.edu;31.46
www.cmich.edu;33.972
www.cmu.ca;28.167
www.cmu.edu;15.929
www.columbiacollege.ca;69.238
www.concordia.ab.ca;77.342
www.conestogac.on.ca;29.446
www.csus.edu;65.455
www.csusb.edu;18.657
www.ctu.edu;14.455
www.cwu.edu;77.218
www.durhamc.on.ca;25.993
www.fanshawec.ca;22.117
www.hec.ca;19.939
www.humber.ca;25.93
www.kingston.edu;77.295
www.lakeheadu.ca;38.642
www.mala.bc.ca;20.76
www.mcgill.ca;19.628
www.mtsm.org;17.167
www.nipissingu.ca;30.678
www.queensu.ca;31.915
www.senecac.on.ca;2.269
www.sheridanc.on.ca;26.163
www.stthomasu.ca;38.302
www.tambcd.edu;42.733
www.trentu.ca;28.595
www.twu.ca;83.722
www.ukings.ns.ca;84.721
www.umanitoba.ca;47.358
www.upei.ca;42.47
www.uquebec.ca;23.645
www.uregina.ca;53.898
www.usherb.ca;30.564
www.usudbury.com;36.859
www.utoronto.ca;1.606
www.uwinnipeg.ca;74.349
www.yukoncollege.yk.ca;143.038
