Riverside;33.9680;-117.3194
Quebec;46.7933;-71.2453
Boydton;36.6648;-78.3715
San Antonio;29.4244;-98.4842
San Jose;37.3394;-121.8950
Toronto;43.6683;-79.4205
Des Moines;41.5921;-93.6040
Chicago;41.8826;-87.6292
