www.aamu.edu;198.180.132.171;34.79;-86.57;Huntsville;AL
www.ab.edu;66.118.84.102;39.15;-80.04;Philippi;WV
www.abtu.edu;107.170.9.5;40.75;-73.99;New York;NY
www.adams.edu;192.156.134.41;37.47;-105.87;Alamosa;CO
www.adelphi.edu;192.147.12.33;40.73;-73.63;Garden City;NY
www.adrian.edu;198.108.80.5;41.9;-84.04;Adrian;MI
www.aiu-online.com;216.59.59.67;35.49;-82.52;Asheville;NC
www.aiuniv.edu;216.49.219.241;42.05;-88.05;Schaumburg;IL
www.albizu.edu;208.88.75.206;41.14;-95.89;Bellevue;NE
www.albright.edu;65.99.251.105;38.61;-90.44;Des Peres;MO
www.algonquincollege.com;54.86.119.60;39.04;-77.49;Ashburn;VA
www.alvernia.edu;199.244.202.10;40.35;-75.93;Reading;PA
www.amherst.edu;148.85.1.219;42.39;-72.45;Pelham;MA
www.andoncollege.org;129.121.99.15;35.08;-106.65;Albuquerque;NM
www.andrews.edu;143.207.1.30;42.0;-86.72;Sawyer;MI
www.appstate.edu;152.10.1.83;36.22;-81.71;Boone;NC
www.apsu.edu;198.146.56.2;36.53;-87.36;Clarksville;TN
www.artacademy.edu;64.64.15.22;38.93;-77.35;Reston;VA
www.artcenter.edu;204.17.178.28;34.17;-118.17;Pasadena;CA
www.asbury.edu;173.190.91.130;37.84;-84.67;Wilmore;KY
www.assumptionu.ca;166.62.113.175;33.61;-111.89;Scottsdale;AZ
www.athabascau.ca;131.232.31.74;54.72;-113.27;Athabasca;AB
www.atu.edu;23.92.234.17;37.38;-122.18;Palo Alto;CA
www.augustana.edu;143.226.70.99;41.51;-90.58;Rock Island;IL
www.averett.edu;205.167.138.242;36.62;-79.54;Danville;VA
www.barclaycollege.edu;64.71.219.114;37.6;-99.29;Greensburg;KS
www.barton.edu;70.32.86.23;34.02;-118.4;Culver City;CA
www.bc.edu;136.167.2.220;42.32;-71.15;Brookline;MA
www.bellarmine.edu;198.190.212.28;38.22;-85.68;Louisville;KY
www.belmont.edu;75.103.116.44;33.72;-112.09;Phoenix;AZ
www.ben.edu;38.100.120.100;41.63;-88.2;Plainfield;IL
www.bennett.edu;198.86.96.237;36.07;-79.77;Greensboro;NC
www.berean.edu;65.23.47.83;37.22;-93.3;Springfield;MO
www.berry.edu;208.71.235.100;34.26;-85.16;Rome;GA
www.bethel.edu;140.88.101.185;45.07;-93.19;New Brighton;MN
www.bloomu.edu;148.137.10.10;41.0;-76.45;Bloomsburg;PA
www.bluffton.edu;205.133.211.2;40.9;-83.89;Bluffton;OH
www.boisebible.edu;208.113.221.75;33.93;-117.86;Brea;CA
www.bowiestate.edu;131.118.190.62;39.0;-76.97;Hyattsville;MD
www.brandonu.ca;142.13.143.61;49.84;-99.95;Brandon;MB
www.brcn.edu;204.16.251.241;42.56;-83.18;Troy;MI
www.brevard.edu;192.252.158.111;42.4;-71.26;Waltham;MA
www.bryant.edu;66.206.128.6;41.92;-71.55;Smithfield;RI
www.brynmawr.edu;165.106.9.64;40.02;-75.3;Haverford;PA
www.bu.edu;128.197.26.34;42.35;-71.1;Boston;MA
www.byui.edu;157.201.130.149;43.78;-111.69;Sugar City;ID
www.cabrini.edu;144.118.66.87;39.96;-75.2;Philadelphia;PA
www.cal.devry.ca;206.209.110.192;41.83;-87.93;Oak Brook;IL
www.calbaptist.edu;74.208.246.6;40.05;-75.41;Wayne;PA
www.callutheran.edu;199.107.196.49;34.21;-118.88;Thousand Oaks;CA
www.calvin.edu;153.106.4.23;42.93;-85.55;Grand Rapids;MI
www.camosun.bc.ca;142.31.200.97;48.45;-123.35;Victoria;BC
www.campbell.edu;104.16.58.82;37.77;-122.39;SF;CA
www.capella.edu;205.251.203.162;47.61;-122.33;Seattle;WA
www.catawba.edu;216.243.174.218;44.98;-93.26;Minneapolis;MN
www.cbc.edu;74.86.192.21;32.78;-96.81;Dallas;TX
www.ccbc.ca;208.73.211.163;34.05;-118.25;Los Angeles;CA
www.cccb.edu;67.20.94.206;40.23;-111.66;Provo;UT
www.cedarcrest.edu;209.235.221.185;40.65;-75.44;Allentown;PA
www.centenary.edu;67.223.226.191;42.5;-71.2;Burlington;MA
www.ciis.edu;184.154.210.189;41.89;-87.64;Chicago;IL
www.cmich.edu;141.209.64.13;43.56;-84.85;Mt Pleasant;MI
www.cmu.ca;209.59.188.101;42.73;-84.64;Lansing;MI
www.cmu.edu;128.2.42.52;40.44;-79.96;Pittsburgh;PA
www.columbiacollege.ca;69.67.187.66;49.28;-123.02;Burnaby;BC
www.concordia.ab.ca;199.185.120.51;53.58;-113.46;Edmonton;AB
www.conestogac.on.ca;142.156.1.223;43.45;-80.49;Kitchener;ON
www.csus.edu;130.86.9.189;38.57;-121.44;Sacramento;CA
www.csusb.edu;161.47.4.93;42.46;-83.38;Farmington;MI
www.ctu.edu;66.228.61.55;39.43;-74.5;Absecon;NJ
www.cwu.edu;72.233.192.40;47.0;-120.55;Ellensburg;WA
www.durhamc.on.ca;205.211.180.111;43.9;-78.86;Oshawa;ON
www.fanshawec.ca;104.239.223.91;38.0;-97.0;Potwin;KS
www.hec.ca;132.211.157.101;45.51;-73.62;Montréal;QC
www.humber.ca;192.75.71.50;43.67;-79.42;Toronto;ON
www.kingston.edu;204.174.223.212;49.25;-123.13;Vancouver;BC
www.lakeheadu.ca;65.39.15.8;48.43;-89.22;Thunder Bay;ON
