www.mala.bc.ca;162.209.41.125;29.49;-98.4;San Antonio;TX
www.mcgill.ca;132.216.177.160;45.51;-73.58;Montreal;QC
www.mtsm.org;74.115.42.167;39.27;-84.26;Loveland;OH
www.nipissingu.ca;204.187.23.129;46.31;-79.46;North Bay;ON
www.queensu.ca;130.15.126.136;44.23;-76.48;Kingston;ON
www.senecac.on.ca;96.6.236.50;42.36;-71.08;Cambridge;MA
www.sheridanc.on.ca;142.55.47.60;43.45;-79.69;Oakville;ON
www.stthomasu.ca;138.73.201.12;45.89;-64.37;Sackville;NB
www.tambcd.edu;66.64.80.72;30.65;-96.34;Bryan;TX
www.trentu.ca;192.197.151.10;44.28;-78.31;Peterborough;ON
www.twu.ca;64.141.84.100;49.12;-122.67;Langley;BC
www.ukings.ns.ca;204.244.125.86;44.64;-63.67;Halifax;NS
www.umanitoba.ca;130.179.16.50;49.85;-97.15;Winnipeg;MB
www.upei.ca;137.149.3.84;46.23;-63.12;Charlottetown;PE
www.uquebec.ca;192.77.51.34;46.81;-71.24;Ville de Québec;QC
www.uregina.ca;142.3.152.9;50.43;-104.63;Regina;SK
www.usherb.ca;132.210.3.136;45.39;-71.94;Sherbrooke;QC
www.usudbury.com;70.85.232.2;29.76;-95.36;Houston;TX
www.utoronto.ca;52.85.76.156;39.56;-75.6;New Castle;DE
www.uwinnipeg.ca;72.2.13.34;51.05;-114.08;Calgary;AB
