www.aamu.edu;50.573
www.ab.edu;21.97
www.abtu.edu;25.372
www.adams.edu;57.365
www.adelphi.edu;21.991
www.adrian.edu;15.006
www.aiu-online.com;18.882
www.aiuniv.edu;5.931
www.albizu.edu;34.699
www.albright.edu;33.092
www.algonquincollege.com;21.066
www.alvernia.edu;29.139
www.amherst.edu;26.463
www.andoncollege.org;10.502
www.andrews.edu;10.485
www.appstate.edu;31.235
www.apsu.edu;43.984
www.artacademy.edu;20.673
www.artcenter.edu;72.339
www.asbury.edu;23.324
www.assumptionu.ca;62.854
www.athabascau.ca;81.578
www.atu.edu;42.075
www.augustana.edu;24.695
www.averett.edu;29.669
www.barclaycollege.edu;38.708
www.barton.edu;19.821
www.bc.edu;27.819
www.bellarmine.edu;26.331
www.belmont.edu;48.688
www.ben.edu;6.184
www.bennett.edu;28.152
www.berean.edu;18.896
www.berry.edu;31.171
www.bethel.edu;12.006
www.bloomu.edu;49.473
www.bluffton.edu;16.881
www.boisebible.edu;20.302
www.bowiestate.edu;22.511
www.brandonu.ca;39.008
www.brcn.edu;12.332
www.brevard.edu;29.534
www.bryant.edu;28.233
www.brynmawr.edu;36.382
www.bu.edu;26.459
www.byui.edu;79.384
www.cabrini.edu;48.117
www.cal.devry.ca;12.577
www.calbaptist.edu;14.961
www.callutheran.edu;61.74
www.calvin.edu;16.271
www.camosun.bc.ca;66.581
www.campbell.edu;2.021
www.capella.edu;4.21
www.catawba.edu;10.47
www.cbc.edu;26.586
www.ccbc.ca;33.765
www.cccb.edu;76.472
www.cedarcrest.edu;30.284
www.centenary.edu;25.758
www.ciis.edu;26.512
www.cmich.edu;14.019
www.cmu.ca;9.512
www.cmu.edu;23.475
www.columbiacollege.ca;51.665
www.concordia.ab.ca;53.97
www.conestogac.on.ca;18.613
www.csus.edu;58.324
www.csusb.edu;2.99
www.ctu.edu;33.469
www.cwu.edu;59.582
www.durhamc.on.ca;16.039
www.fanshawec.ca;2.983
www.hec.ca;24.473
www.humber.ca;16.024
www.kingston.edu;58.094
www.lakeheadu.ca;28.948
www.mala.bc.ca;3.092
www.mcgill.ca;23.903
www.mtsm.org;24.063
www.nipissingu.ca;21.666
www.queensu.ca;26.726
www.senecac.on.ca;2.022
www.sheridanc.on.ca;16.638
www.stthomasu.ca;46.268
www.tambcd.edu;32.993
www.trentu.ca;22.684
www.twu.ca;53.301
www.ukings.ns.ca;71.805
www.umanitoba.ca;36.947
www.upei.ca;50.883
www.uquebec.ca;27.023
www.uregina.ca;60.599
www.usherb.ca;27.213
www.usudbury.com;26.442
www.utoronto.ca;2.144
www.uwinnipeg.ca;55.047
www.yukoncollege.yk.ca;93.586
