Name,Region,Latitude,Longitude,Elev
1, Chikurachki  ,50.33,155.46,2
1, Dempo  ,-4.03,103.13,2
1, Tolbachik  ,55.83,160.33,2
1, Villarrica  ,-39.42,-71.93,2
1, Westdahl  ,54.52,-164.65,2
1, Bagana  ,-6.14,155.19,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Trident  ,58.24,-155.1,3
1, Bezymianny  ,55.98,160.59,2
1, Kerinci  ,-1.81,101.26,2
1, Tupungatito  ,-33.4,-69.8,2
1, Aso  ,32.88,131.11,2
1, San Miguel  ,13.43,-88.27,2
1, Shiveluch  ,56.65,161.36,4
1, Langila  ,-5.53,148.42,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Poas  ,10.2,-84.23,2
1, Talang  ,-0.98,100.68,2
1, Manam  ,-4.1,145.06,2
1, Amukta  ,52.5,-171.25,3
1, Agung  ,-8.34,115.51,5
1, Villarrica  ,-39.42,-71.93,3
1, Irazu  ,9.98,-83.85,3
1, Ulawun  ,-5.05,151.33,2
1, Trident  ,58.24,-155.1,3
1, Negra Sierra  ,-0.83,-91.17,2
1, Concepcion  ,11.54,-85.62,2
1, Poas  ,10.2,-84.23,2
1, Kerinci  ,-1.81,101.26,2
1, Lopevi  ,-16.51,168.35,3
1, Ambrym  ,-16.25,168.12,2
1, Batur  ,-8.24,115.38,2
1, Gaua  ,-14.27,167.5,2
1, Fuego  ,14.47,-90.88,3
1, Augustine  ,59.36,-153.43,2
1, Trident  ,58.24,-155.1,3
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Vestmannaeyjar  ,63.43,-20.28,3
1, Aso  ,32.88,131.11,2
1, Manam  ,-4.1,145.06,2
1, Lokon-Empung  ,1.36,124.79,2
1, Shishaldin  ,54.76,-163.97,2
1, Paluweh  ,-8.32,121.71,2
1, Karkar  ,-4.65,145.96,2
1, Kiska  ,52.1,177.6,3
1, Bagana  ,-6.14,155.19,2
1, Langila  ,-5.53,148.42,2
1, Negro Cerro  ,12.51,-86.7,2
1, Manam  ,-4.1,145.06,2
1, Tongariro  ,-39.13,175.64,2
1, Concepcion  ,11.54,-85.62,2
1, Trident  ,58.24,-155.1,3
1, Tokachi  ,43.42,142.69,3
1, Gaua  ,-14.27,167.5,2
1, Fuego  ,14.47,-90.88,3
1, Miyake-jima  ,34.08,139.53,2
1, Bezymianny  ,55.98,160.59,2
1, Akutan  ,54.13,-165.99,2
1, Gamalama  ,0.8,127.33,2
1, Copahue  ,-37.85,-71.17,2
1, Gorely  ,52.56,158.03,2
1, Calbuco  ,-41.33,-72.61,3
1, Pacaya  ,14.38,-90.6,2
1, Fernandina  ,-0.37,-91.55,2
1, Tolbachik  ,55.83,160.33,2
1, Bezymianny  ,55.98,160.59,3
1, Merapi  ,-7.54,110.44,3
1, Tupungatito  ,-33.4,-69.8,2
1, Lokon-Empung  ,1.36,124.79,2
1, Bezymianny  ,55.98,160.59,2
1, Trident  ,58.24,-155.1,2
1, Manam  ,-4.1,145.06,2
1, Bagana  ,-6.14,155.19,2
1, Ambrym  ,-16.25,168.12,3
1, Asama  ,36.4,138.53,2
1, Lautaro  ,-49.02,-73.55,2
1, Tristan da Cunha  ,-37.09,-12.28,2
1, Bezymianny  ,55.98,160.59,3
1, Negro Cerro  ,12.51,-86.7,2
1, Askja  ,65.03,-16.75,2
1, Concepcion  ,11.54,-85.62,2
1, Pavlof  ,55.42,-161.89,2
1, Isluga  ,-19.15,-68.83,2
1, San Jose  ,-33.78,-69.9,2
1, Aso  ,32.88,131.11,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Kilauea  ,19.43,-155.29,2
1, Lengai Ol Doinyo  ,-2.75,35.9,3
1, Sirung  ,-8.51,124.15,2
1, Karymsky  ,54.05,159.43,3
1, Bezymianny  ,55.98,160.59,2
1, Cordon Caulle  ,-40.52,-72.2,3
1, Reventador  ,-0.08,-77.66,3
1, Kerinci  ,-1.81,101.26,2
1, Lopevi  ,-16.51,168.35,3
1, Tupungatito  ,-33.4,-69.8,2
1, Ulawun  ,-5.05,151.33,2
1, Sarychev Peak  ,48.09,153.2,3
1, Ketoi  ,47.35,152.47,2
1, Negro Cerro  ,12.51,-86.7,3
1, Okmok  ,53.43,-168.13,3
1, Chirpoi  ,46.52,150.88,2
1, Slamet  ,-7.24,109.21,2
1, Mutnovsky  ,52.45,158.19,2
1, Kliuchevskoi  ,56.06,160.64,3
1, Guallatiri  ,-18.42,-69.17,2
1, San Pedro  ,-21.88,-68.4,2
1, Langila  ,-5.53,148.42,2
1, Bagana  ,-6.14,155.19,2
1, Zhupanovsky  ,53.59,159.15,2
1, Tolbachik  ,55.83,160.33,2
1, San Jose  ,-33.78,-69.9,2
1, Cameroon  ,4.2,9.17,2
1, Kirishima  ,31.93,130.86,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Tupungatito  ,-33.4,-69.8,2
1, Ambrym  ,-16.25,168.12,2
1, Manam  ,-4.1,145.06,2
1, Tongariro  ,-39.13,175.64,2
1, Azul Cerro  ,-0.9,-91.42,2
1, Kars Plateau  ,40.75,42.9,2
1, Guallatiri  ,-18.42,-69.17,2
1, Tupungatito  ,-33.4,-69.8,2
1, Etna  ,37.73,15,3
1, Lascar  ,-23.37,-67.73,2
1, Kilauea  ,19.43,-155.29,2
1, Manam  ,-4.1,145.06,2
1, Lautaro  ,-49.02,-73.55,2
1, Poas  ,10.2,-84.23,2
1, Tupungatito  ,-33.4,-69.8,2
1, Ulawun  ,-5.05,151.33,2
1, Lokon-Empung  ,1.36,124.79,2
1, Slamet  ,-7.24,109.21,2
1, Oshima  ,34.72,139.4,2
1, Langila  ,-5.53,148.42,2
1, Pavlof  ,55.42,-161.89,2
1, Chikurachki  ,50.33,155.46,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Mahawu  ,1.36,124.86,2
1, Tolbachik  ,55.83,160.33,2
1, Nyamuragira  ,-1.41,29.2,2
1, Okmok  ,53.43,-168.13,3
1, Fernandina  ,-0.37,-91.55,2
1, Slamet  ,-7.24,109.21,2
1, Asama  ,36.4,138.53,2
1, Reventador  ,-0.08,-77.66,3
1, Tongariro  ,-39.13,175.64,2
1, Ambrym  ,-16.25,168.12,2
1, Bezymianny  ,55.98,160.59,2
1, Tofua  ,-19.75,-175.07,2
1, Trident  ,58.24,-155.1,2
1, Purace  ,2.32,-76.4,2
1, Etna  ,37.73,15,2
1, Slamet  ,-7.24,109.21,2
1, Fuego  ,14.47,-90.88,3
1, Vsevidof  ,53.13,-168.69,2
1, Gede  ,-6.78,106.98,2
1, Concepcion  ,11.54,-85.62,2
1, Chikurachki  ,50.33,155.46,2
1, Bezymianny  ,55.98,160.59,2
1, Oshima  ,34.72,139.4,2
1, Etna  ,37.73,15,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Negro Cerro  ,12.51,-86.7,2
1, Fayal  ,38.6,-28.73,2
1, Aso  ,32.88,131.11,2
1, Zavaritzki Caldera  ,46.92,151.95,3
1, Bagana  ,-6.14,155.19,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Aso  ,32.88,131.11,2
1, Tongariro  ,-39.13,175.64,2
1, Bristol Island  ,-59.03,-26.58,3
1, Raung  ,-8.12,114.04,3
1, Veniaminof  ,56.17,-159.38,3
1, Kaba  ,-3.52,102.62,2
1, Langila  ,-5.53,148.42,2
1, Gede  ,-6.78,106.98,2
1, Ubinas  ,-16.36,-70.9,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Karthala  ,-11.75,43.38,2
1, Aso  ,32.88,131.11,2
1, Trident  ,58.24,-155.1,2
1, Tolbachik  ,55.83,160.33,2
1, Suwanose-jima  ,29.64,129.72,2
1, Koryaksky  ,53.32,158.69,3
1, Manam  ,-4.1,145.06,3
1, Zhupanovsky  ,53.59,159.15,2
1, Ambrym  ,-16.25,168.12,2
1, Karymsky  ,54.05,159.43,2
1, Reventador  ,-0.08,-77.66,2
1, Erebus  ,-77.53,167.17,2
1, Tolbachik  ,55.83,160.33,2
1, Raung  ,-8.12,114.04,2
1, Lengai Ol Doinyo  ,-2.75,35.9,2
1, Langila  ,-5.53,148.42,2
1, Etna  ,37.73,15,2
1, Langila  ,-5.53,148.42,2
1, Long Island  ,-5.36,147.12,3
1, Shishaldin  ,54.76,-163.97,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Carran-Los Venados  ,-40.35,-72.07,4
1, Tolbachik  ,55.83,160.33,2
1, Sakura-jima  ,31.59,130.66,3
1, Bezymianny  ,55.98,160.59,5
1, Llaima  ,-38.69,-71.73,3
1, Slamet  ,-7.24,109.21,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Ambrym  ,-16.25,168.12,2
1, Negro Cerro  ,12.51,-86.7,2
1, Tolbachik  ,55.83,160.33,2
1, Heard  ,-53.11,73.51,2
1, Sangeang Api  ,-8.18,119.06,2
1, Manam  ,-4.1,145.06,2
1, Tongariro  ,-39.13,175.64,3
1, Langila  ,-5.53,148.42,3
1, Kliuchevskoi  ,56.06,160.64,2
1, Lascar  ,-23.37,-67.73,2
1, Cameroon  ,4.2,9.17,2
1, Lengai Ol Doinyo  ,-2.75,35.9,2
1, Marapi  ,-0.38,100.47,2
1, Sarychev Peak  ,48.09,153.2,2
1, San Miguel  ,13.43,-88.27,2
1, Pilas Las  ,12.49,-86.69,2
1, Sangeang Api  ,-8.18,119.06,2
1, Negra Sierra  ,-0.83,-91.17,2
1, Karymsky  ,54.05,159.43,2
1, Akutan  ,54.13,-165.99,2
1, Raung  ,-8.12,114.04,3
1, Trident  ,58.24,-155.1,3
1, Iliamna  ,60.03,-153.09,2
1, Merapi  ,-7.54,110.44,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Sangeang Api  ,-8.18,119.06,3
1, Dieng Volc Complex  ,-7.2,109.92,2
1, Manam  ,-4.1,145.06,2
1, Lamongan  ,-8,113.34,2
1, Fuego  ,14.47,-90.88,3
1, Aso  ,32.88,131.11,2
1, Ambrym  ,-16.25,168.12,2
1, Long Island  ,-5.36,147.12,3
1, Bagana  ,-6.14,155.19,3
1, Kliuchevskoi  ,56.06,160.64,2
1, Spurr  ,61.3,-152.25,4
1, Etna  ,37.73,15,2
1, Slamet  ,-7.24,109.21,2
1, Heard  ,-53.11,73.51,2
1, Negra Sierra  ,-0.83,-91.17,3
1, Shishaldin  ,54.76,-163.97,2
1, Soputan  ,1.11,124.72,2
1, Asama  ,36.4,138.53,3
1, Mahawu  ,1.36,124.86,2
1, Kerinci  ,-1.81,101.26,2
1, Asama  ,36.4,138.53,2
1, Kolokol Group  ,46.04,150.05,2
1, Gareloi  ,51.79,-178.79,2
1, Karthala  ,-11.75,43.38,2
1, Bagana  ,-6.14,155.19,4
1, Poas  ,10.2,-84.23,2
1, Kaba  ,-3.52,102.62,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Asama  ,36.4,138.53,2
1, Gamkonora  ,1.38,127.52,2
1, Ambrym  ,-16.25,168.12,2
1, Karymsky  ,54.05,159.43,2
1, Tao-Rusyr Caldera  ,49.35,154.7,3
1, Tongariro  ,-39.13,175.64,2
1, Maly Semiachik  ,54.13,159.67,2
1, Iliboleng  ,-8.34,123.26,2
1, Gamkonora  ,1.38,127.52,2
1, Lamington  ,-8.95,148.15,4
1, Shikotsu  ,42.7,141.33,2
1, Slamet  ,-7.24,109.21,2
1, Cereme  ,-6.89,108.4,2
1, Shishaldin  ,54.76,-163.97,2
1, Tongariro  ,-39.13,175.64,2
1, Aso  ,32.88,131.11,2
1, Socorro  ,18.78,-110.95,2
1, Kunlun Volc Group  ,35.52,80.2,2
1, Fogo  ,14.95,-24.35,2
1, Slamet  ,-7.24,109.21,2
1, Concepcion  ,11.54,-85.62,2
1, Lokon-Empung  ,1.36,124.79,3
1, Telica  ,12.6,-86.84,2
1, Ubinas  ,-16.36,-70.9,2
1, Shikotsu  ,42.7,141.33,2
1, Kelut  ,-7.93,112.31,4
1, Akutan  ,54.13,-165.99,2
1, Pavlof  ,55.42,-161.89,2
1, Lascar  ,-23.37,-67.73,2
1, Nyamuragira  ,-1.41,29.2,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Lewotolo  ,-8.27,123.5,2
1, Galeras  ,1.22,-77.37,2
1, Kurikoma  ,38.96,140.79,2
1, Heard  ,-53.11,73.51,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Iliboleng  ,-8.34,123.26,2
1, Bristol Island  ,-59.03,-26.58,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Tongariro  ,-39.13,175.64,2
1, Trident  ,58.24,-155.1,2
1, Oshima  ,34.72,139.4,2
1, Pavlof  ,55.42,-161.89,2
1, Semeru  ,-8.11,112.92,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Asama  ,36.4,138.53,2
1, Marapi  ,-0.38,100.47,2
1, Gamkonora  ,1.38,127.52,2
1, Arjuno-Welirang  ,-7.72,112.58,2
1, Aso  ,32.88,131.11,2
1, Negro Cerro  ,12.51,-86.7,3
1, Etna  ,37.73,15,2
1, Ambrym  ,-16.25,168.12,4
1, Gamkonora  ,1.38,127.52,2
1, Iliboleng  ,-8.34,123.26,2
1, Niigata-Yake-yama  ,36.92,138.04,2
1, Tongariro  ,-39.13,175.64,2
1, Asama  ,36.4,138.53,2
1, Azul Cerro  ,-35.65,-70.76,2
1, Marapi  ,-0.38,100.47,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Purace  ,2.32,-76.4,2
1, Negro Cerro  ,12.51,-86.7,2
1, Iliboleng  ,-8.34,123.26,2
1, La Palma  ,28.57,-17.83,2
1, Akita-Yake-yama  ,39.96,140.76,2
1, Llaima  ,-38.69,-71.73,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Suwanose-jima  ,29.64,129.72,2
1, Marapi  ,-0.38,100.47,2
1, Fuego  ,14.47,-90.88,2
1, Etna  ,37.73,15,2
1, Aso  ,32.88,131.11,2
1, Shishaldin  ,54.76,-163.97,2
1, Telica  ,12.6,-86.84,2
1, Concepcion  ,11.54,-85.62,2
1, Wolf  ,0.02,-91.35,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Tengger Caldera  ,-7.94,112.95,3
1, Nyamuragira  ,-1.41,29.2,2
1, Negro Cerro  ,12.51,-86.7,2
1, Villarrica  ,-39.42,-71.93,2
1, Karthala  ,-11.75,43.38,2
1, Iliboleng  ,-8.34,123.26,2
1, Akutan  ,54.13,-165.99,2
1, Tongariro  ,-39.13,175.64,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Negra Sierra  ,-0.83,-91.17,2
1, Tongariro  ,-39.13,175.64,2
1, Camiguin  ,9.2,124.67,3
1, Merapi  ,-7.54,110.44,2
1, Villarrica  ,-39.42,-71.93,3
1, Izalco  ,13.81,-89.63,3
1, Slamet  ,-7.24,109.21,2
1, Gede  ,-6.78,106.98,2
1, Bagana  ,-6.14,155.19,3
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Fuego  ,14.47,-90.88,2
1, Tolbachik  ,55.83,160.33,2
1, Mayon  ,13.26,123.69,2
1, Etna  ,37.73,15,2
1, Erebus  ,-77.53,167.17,2
1, Hekla  ,63.98,-19.7,4
1, Sirung  ,-8.51,124.15,2
1, Karymsky  ,54.05,159.43,2
1, Purace  ,2.32,-76.4,2
1, Aso  ,32.88,131.11,2
1, Asama  ,36.4,138.53,2
1, Negro Cerro  ,12.51,-86.7,3
1, Galeras  ,1.22,-77.37,2
1, Soputan  ,1.11,124.72,2
1, Gede  ,-6.78,106.98,2
1, Gorely  ,52.56,158.03,2
1, Medvezhia  ,45.39,148.84,2
1, Mageik  ,58.2,-155.25,2
1, Tupungatito  ,-33.4,-69.8,2
1, Chillan Nevados de  ,-36.86,-71.38,2
1, Sakura-jima  ,31.59,130.66,2
1, Semeru  ,-8.11,112.92,2
1, Purace  ,2.32,-76.4,2
1, Ruapehu  ,-39.28,175.57,2
1, Kirishima  ,31.93,130.86,2
1, Karymsky  ,54.05,159.43,2
1, Telica  ,12.6,-86.84,2
1, Kolokol Group  ,46.04,150.05,2
1, Aso  ,32.88,131.11,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Llaima  ,-38.69,-71.73,2
1, Shishaldin  ,54.76,-163.97,2
1, Karymsky  ,54.05,159.43,2
1, Niuafo'ou  ,-15.6,-175.63,2
1, Asama  ,36.4,138.53,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Semeru  ,-8.11,112.92,2
1, Sarychev Peak  ,48.09,153.2,4
1, Kurikoma  ,38.96,140.79,2
1, Akutan  ,54.13,-165.99,2
1, Manam  ,-4.1,145.06,3
1, Aso  ,32.88,131.11,2
1, Bagana  ,-6.14,155.19,2
1, Avachinsky  ,53.26,158.83,4
1, Great Sitkin  ,52.08,-176.13,2
1, Ruapehu  ,-39.28,175.57,3
1, Llaima  ,-38.69,-71.73,3
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Okmok  ,53.43,-168.13,2
1, Semeru  ,-8.11,112.92,2
1, Kliuchevskoi  ,56.06,160.64,3
1, Mutnovsky  ,52.45,158.19,2
1, Karymsky  ,54.05,159.43,2
1, Maly Semiachik  ,54.13,159.67,2
1, Aso  ,32.88,131.11,2
1, Kuchinoerabu-jima  ,30.44,130.22,2
1, Goriaschaia Sopka  ,46.83,151.75,2
1, Tungurahua  ,-1.47,-78.44,2
1, Llaima  ,-38.69,-71.73,2
1, Reventador  ,-0.08,-77.66,3
1, Veniaminof  ,56.17,-159.38,2
1, Concepcion  ,11.54,-85.62,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Slamet  ,-7.24,109.21,2
1, Asama  ,36.4,138.53,2
1, Cleveland  ,52.83,-169.94,3
1, Usu  ,42.54,140.84,2
1, Raung  ,-8.12,114.04,2
1, Iliboleng  ,-8.34,123.26,2
1, Ruapehu  ,-39.28,175.57,2
1, Shiveluch  ,56.65,161.36,2
1, Fuego  ,14.47,-90.88,2
1, Dieng Volc Complex  ,-7.2,109.92,2
1, Kliuchevskoi  ,56.06,160.64,3
1, Rinjani  ,-8.42,116.47,2
1, Karymsky  ,54.05,159.43,2
1, Michoacan-Guanajuato  ,19.48,-102.25,4
1, Tolima Nevado del  ,4.67,-75.33,2
1, Raung  ,-8.12,114.04,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Azul Cerro  ,-0.9,-91.42,3
1, Aso  ,32.88,131.11,2
1, Waiowa  ,-9.57,149.07,3
1, Niuafo'ou  ,-15.6,-175.63,2
1, Slamet  ,-7.24,109.21,2
1, Telica  ,12.6,-86.84,2
1, Aso  ,32.88,131.11,2
1, Cotopaxi  ,-0.68,-78.44,3
1, Merapi  ,-7.54,110.44,2
1, Ambrym  ,-16.25,168.12,2
1, Llaima  ,-38.69,-71.73,2
1, Etna  ,37.73,15,2
1, Ruapehu  ,-39.28,175.57,2
1, Lokon-Empung  ,1.36,124.79,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Komaga-take  ,42.06,140.68,3
1, Ulawun  ,-5.05,151.33,2
1, Colima  ,19.51,-103.62,3
1, Sakura-jima  ,31.59,130.66,2
1, Llaima  ,-38.69,-71.73,2
1, Semeru  ,-8.11,112.92,2
1, Raung  ,-8.12,114.04,2
1, Raung  ,-8.12,114.04,2
1, Karymsky  ,54.05,159.43,2
1, Cotopaxi  ,-0.68,-78.44,2
1, Lascar  ,-23.37,-67.73,2
1, Zhupanovsky  ,53.59,159.15,2
1, Tolbachik  ,55.83,160.33,2
1, Slamet  ,-7.24,109.21,2
1, Etna  ,37.73,15,3
1, Ruapehu  ,-39.28,175.57,2
1, Aso  ,32.88,131.11,2
1, Sakura-jima  ,31.59,130.66,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Telica  ,12.6,-86.84,2
1, Dempo  ,-4.03,103.13,2
1, Miyake-jima  ,34.08,139.53,2
1, Lengai Ol Doinyo  ,-2.75,35.9,3
1, Tongariro  ,-39.13,175.64,2
1, Tolbachik  ,55.83,160.33,3
1, Suwanose-jima  ,29.64,129.72,2
1, Telica  ,12.6,-86.84,2
1, Bagana  ,-6.14,155.19,2
1, Kusatsu-Shirane  ,36.62,138.53,2
1, Izalco  ,13.81,-89.63,2
1, Lopevi  ,-16.51,168.35,2
1, Cotopaxi  ,-0.68,-78.44,2
1, Slamet  ,-7.24,109.21,2
1, Mutnovsky  ,52.45,158.19,2
1, San Miguel  ,13.43,-88.27,2
1, Irazu  ,9.98,-83.85,2
1, Veniaminof  ,56.17,-159.38,3
1, Yake-dake  ,36.22,137.59,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Dempo  ,-4.03,103.13,2
1, Tongariro  ,-39.13,175.64,2
1, Tolbachik  ,55.83,160.33,2
1, Sakura-jima  ,31.59,130.66,2
1, Veniaminof  ,56.17,-159.38,2
1, Telica  ,12.6,-86.84,2
1, Lopevi  ,-16.51,168.35,2
1, Kaba  ,-3.52,102.62,2
1, Slamet  ,-7.24,109.21,2
1, Merapi  ,-7.54,110.44,2
1, Lewotobi  ,-8.53,122.78,2
1, Dempo  ,-4.03,103.13,2
1, Ambrym  ,-16.25,168.12,2
1, Aso  ,32.88,131.11,2
1, Kerinci  ,-1.81,101.26,2
1, Salak  ,-6.72,106.73,2
1, San Pedro  ,-21.88,-68.4,2
1, Sakura-jima  ,31.59,130.66,2
1, Asama  ,36.4,138.53,2
1, Avachinsky  ,53.26,158.83,3
1, Suwanose-jima  ,29.64,129.72,2
1, Kelimutu  ,-8.76,121.83,2
1, Bagana  ,-6.14,155.19,3
1, Mayon  ,13.26,123.69,2
1, Nemo Peak  ,49.57,154.81,2
1, Raung  ,-8.12,114.04,2
1, Planchon-Peteroa  ,-35.24,-70.57,2
1, Gamalama  ,0.8,127.33,2
1, Karymsky  ,54.05,159.43,2
1, Makushin  ,53.89,-166.92,2
1, Mutnovsky  ,52.45,158.19,2
1, Villarrica  ,-39.42,-71.93,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Askja  ,65.03,-16.75,2
1, Dhamar Harras of  ,14.57,44.67,2
1, Izalco  ,13.81,-89.63,2
1, Copahue  ,-37.85,-71.17,2
1, Tongariro  ,-39.13,175.64,2
1, Aso  ,32.88,131.11,2
1, Llaima  ,-38.69,-71.73,2
1, Ambrym  ,-16.25,168.12,2
1, Planchon-Peteroa  ,-35.24,-70.57,2
1, Kliuchevskoi  ,56.06,160.64,3
1, Aso  ,32.88,131.11,2
1, Ubinas  ,-16.36,-70.9,2
1, Cereme  ,-6.89,108.4,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Bagana  ,-6.14,155.19,3
1, Kerinci  ,-1.81,101.26,2
1, Raung  ,-8.12,114.04,2
1, Telica  ,12.6,-86.84,2
1, Yunaska  ,52.64,-170.63,3
1, Kusatsu-Shirane  ,36.62,138.53,2
1, Pavlof  ,55.42,-161.89,3
1, San Miguel  ,13.43,-88.27,2
1, Aso  ,32.88,131.11,2
1, Galeras  ,1.22,-77.37,2
1, Kerinci  ,-1.81,101.26,2
1, Ruapehu  ,-39.28,175.57,2
1, Mageik  ,58.2,-155.25,2
1, Negro de Mayasquer Cerro  ,0.83,-77.96,2
1, Aso  ,32.88,131.11,2
1, Tolbachik  ,55.83,160.33,2
1, Raung  ,-8.12,114.04,2
1, Reventador  ,-0.08,-77.66,3
1, Kerinci  ,-1.81,101.26,2
1, Manam  ,-4.1,145.06,3
1, Ijen  ,-8.06,114.24,2
1, Dempo  ,-4.03,103.13,2
1, Bristol Island  ,-59.03,-26.58,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Asama  ,36.4,138.53,3
1, Aso  ,32.88,131.11,2
1, Salak  ,-6.72,106.73,2
1, Concepcion  ,11.54,-85.62,2
1, Augustine  ,59.36,-153.43,3
1, Kliuchevskoi  ,56.06,160.64,3
1, Tengger Caldera  ,-7.94,112.95,2
1, Chillan Nevados de  ,-36.86,-71.38,2
1, Etna  ,37.73,15,2
1, Ambrym  ,-16.25,168.12,2
1, Yake-dake  ,36.22,137.59,2
1, Lewotobi  ,-8.53,122.78,2
1, Niuafo'ou  ,-15.6,-175.63,2
1, Bristol Island  ,-59.03,-26.58,2
1, Kusatsu-Shirane  ,36.62,138.53,2
1, Telica  ,12.6,-86.84,2
1, Asama  ,36.4,138.53,2
1, Suwanose-jima  ,29.64,129.72,2
1, Chillan Nevados de  ,-36.86,-71.38,2
1, Dempo  ,-4.03,103.13,2
1, Stromboli  ,38.79,15.21,2
1, Cordon Caulle  ,-40.52,-72.2,2
1, Grimsvotn  ,64.42,-17.33,2
1, Tongariro  ,-39.13,175.64,2
1, Asama  ,36.4,138.53,2
1, Sirung  ,-8.51,124.15,2
1, Aso  ,32.88,131.11,2
1, Sangay  ,-2,-78.33,3
1, Ruapehu  ,-39.28,175.57,2
1, Kikai  ,30.79,130.31,2
1, Ebeko  ,50.68,156.02,2
1, Karymsky  ,54.05,159.43,2
1, Tongariro  ,-39.13,175.64,2
1, Ruapehu  ,-39.28,175.57,2
1, Azul Cerro  ,-35.65,-70.76,2
1, Lonquimay  ,-38.38,-71.58,2
1, Villarrica  ,-39.42,-71.93,2
1, Kharimkotan  ,49.12,154.51,5
1, Asama  ,36.4,138.53,2
1, Sumaco  ,-0.54,-77.63,2
1, Lautaro  ,-49.02,-73.55,2
1, Irazu  ,9.98,-83.85,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Pago  ,-5.58,150.52,2
1, Suoh  ,-5.25,104.27,4
1, Dukono  ,1.68,127.88,3
1, Karymsky  ,54.05,159.43,2
1, Merapi  ,-7.54,110.44,2
1, Lascar  ,-23.37,-67.73,2
1, Great Sitkin  ,52.08,-176.13,2
1, Gamalama  ,0.8,127.33,2
1, Alaid  ,50.86,155.55,2
1, Raung  ,-8.12,114.04,2
1, Izalco  ,13.81,-89.63,2
1, Shikotsu  ,42.7,141.33,2
1, Kuchinoerabu-jima  ,30.44,130.22,4
1, Bulusan  ,12.77,124.05,2
1, Manam  ,-4.1,145.06,2
1, Marapi  ,-0.38,100.47,2
1, Atsonupuri  ,44.8,147.13,2
1, Fuego  ,14.47,-90.88,4
1, Kliuchevskoi  ,56.06,160.64,2
1, Shishaldin  ,54.76,-163.97,2
1, Yake-dake  ,36.22,137.59,2
1, Llaima  ,-38.69,-71.73,2
1, Lewotobi  ,-8.53,122.78,3
1, Aso  ,32.88,131.11,2
1, Karymsky  ,54.05,159.43,2
1, Stromboli  ,38.79,15.21,2
1, Descabezado Grande  ,-35.58,-70.75,3
1, Slamet  ,-7.24,109.21,2
1, Akita-Komaga-take  ,39.76,140.8,2
1, Kusatsu-Shirane  ,36.62,138.53,3
1, Galeras  ,1.22,-77.37,2
1, Gamalama  ,0.8,127.33,2
1, Llaima  ,-38.69,-71.73,3
1, Cotopaxi  ,-0.68,-78.44,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Tongariro  ,-39.13,175.64,2
1, Asama  ,36.4,138.53,3
1, San Miguel  ,13.43,-88.27,2
1, Tolbachik  ,55.83,160.33,2
1, Okmok  ,53.43,-168.13,2
1, Kliuchevskoi  ,56.06,160.64,4
1, Yake-dake  ,36.22,137.59,2
1, Izalco  ,13.81,-89.63,2
1, Kuchinoerabu-jima  ,30.44,130.22,3
1, Gorely  ,52.56,158.03,2
1, Akutan  ,54.13,-165.99,2
1, Aniakchak  ,56.88,-158.17,4
1, Etna  ,37.73,15,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Kita-Iwo-jima  ,25.42,141.28,2
1, San Miguel  ,13.43,-88.27,2
1, Sarychev Peak  ,48.09,153.2,3
1, Yake-dake  ,36.22,137.59,2
1, Slamet  ,-7.24,109.21,2
1, Marapi  ,-0.38,100.47,2
1, Asama  ,36.4,138.53,2
