Name,Region,Latitude,Longitude,Elev
1, Tengger Caldera  ,-7.94,112.95,2
1, Veniaminof  ,56.17,-159.38,2
1, Llaima  ,-38.69,-71.73,2
1, Lokon-Empung  ,1.36,124.79,2
1, Gorely  ,52.56,158.03,3
1, Aso  ,32.88,131.11,2
1, Irazu  ,9.98,-83.85,2
1, Merapi  ,-7.54,110.44,3
1, Awu  ,3.67,125.5,2
1, Zhupanovsky  ,53.59,159.15,2
1, Karymsky  ,54.05,159.43,2
1, Reventador  ,-0.08,-77.66,3
1, Calbuco  ,-41.33,-72.61,3
1, Cordon Caulle  ,-40.52,-72.2,2
1, Asama  ,36.4,138.53,2
1, Mutnovsky  ,52.45,158.19,2
1, Negro Cerro  ,12.51,-86.7,2
1, Pavlof  ,55.42,-161.89,2
1, Gareloi  ,51.79,-178.79,3
1, Yake-dake  ,36.22,137.59,2
1, Raung  ,-8.12,114.04,2
1, Akutan  ,54.13,-165.99,2
1, Shishaldin  ,54.76,-163.97,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Slamet  ,-7.24,109.21,2
1, Komaga-take  ,42.06,140.68,4
1, Marapi  ,-0.38,100.47,2
1, Ambrym  ,-16.25,168.12,2
1, Niuafo'ou  ,-15.6,-175.63,2
1, San Miguel  ,13.43,-88.27,2
1, Concepcion  ,11.54,-85.62,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Mageik  ,58.2,-155.25,2
1, Akita-Yake-yama  ,39.96,140.76,2
1, Gorely  ,52.56,158.03,3
1, Pelee  ,14.82,-61.17,3
1, Asama  ,36.4,138.53,2
1, Llaima  ,-38.69,-71.73,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Ayelu  ,10.08,40.7,2
1, Adwa  ,10.07,40.84,2
1, Telica  ,12.6,-86.84,2
1, Mayon  ,13.26,123.69,3
1, Concepcion  ,11.54,-85.62,2
1, Shikotsu  ,42.7,141.33,2
1, Mutnovsky  ,52.45,158.19,2
1, Sarychev Peak  ,48.09,153.2,2
1, Irazu  ,9.98,-83.85,2
1, Tongariro  ,-39.13,175.64,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Slamet  ,-7.24,109.21,2
1, Dieng Volc Complex  ,-7.2,109.92,2
1, Bulusan  ,12.77,124.05,2
1, Tongariro  ,-39.13,175.64,2
1, Shishaldin  ,54.76,-163.97,2
1, Paluweh  ,-8.32,121.71,3
1, Oshima  ,34.72,139.4,2
1, Aso  ,32.88,131.11,2
1, Raung  ,-8.12,114.04,2
1, Chillan Nevados de  ,-36.86,-71.38,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Manda-Inakir  ,12.38,42.2,2
1, Sangeang Api  ,-8.18,119.06,2
1, Iliboleng  ,-8.34,123.26,2
1, Sirung  ,-8.51,124.15,2
1, Sarychev Peak  ,48.09,153.2,2
1, Kiska  ,52.1,177.6,2
1, Akutan  ,54.13,-165.99,2
1, Izalco  ,13.81,-89.63,2
1, Purace  ,2.32,-76.4,2
1, Villarrica  ,-39.42,-71.93,2
1, Mutnovsky  ,52.45,158.19,2
1, Yake-dake  ,36.22,137.59,2
1, Marapi  ,-0.38,100.47,2
1, Slamet  ,-7.24,109.21,2
1, Asama  ,36.4,138.53,2
1, Chillan Nevados de  ,-36.86,-71.38,2
1, Ulawun  ,-5.05,151.33,2
1, Telica  ,12.6,-86.84,2
1, Raung  ,-8.12,114.04,2
1, Mageik  ,58.2,-155.25,2
1, Llaima  ,-38.69,-71.73,2
1, Kizimen  ,55.13,160.32,2
1, Yake-dake  ,36.22,137.59,2
1, Kusatsu-Shirane  ,36.62,138.53,2
1, Lengai Ol Doinyo  ,-2.75,35.9,2
1, Cotopaxi  ,-0.68,-78.44,2
1, Reventador  ,-0.08,-77.66,3
1, Manam  ,-4.1,145.06,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Avachinsky  ,53.26,158.83,4
1, Tongariro  ,-39.13,175.64,2
1, Dempo  ,-4.03,103.13,2
1, Askja  ,65.03,-16.75,2
1, Acatenango  ,14.5,-90.88,2
1, Purace  ,2.32,-76.4,2
1, Batur  ,-8.24,115.38,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Aso  ,32.88,131.11,2
1, Shikotsu  ,42.7,141.33,2
1, Slamet  ,-7.24,109.21,2
1, Cumbal  ,0.98,-77.88,2
1, Tongariro  ,-39.13,175.64,2
1, Makushin  ,53.89,-166.92,2
1, Manam  ,-4.1,145.06,2
1, Iliboleng  ,-8.34,123.26,2
1, Zhupanovsky  ,53.59,159.15,2
1, Popocatepetl  ,19.02,-98.62,2
1, Tupungatito  ,-33.4,-69.8,2
1, Batur  ,-8.24,115.38,2
1, Aso  ,32.88,131.11,2
1, Ruapehu  ,-39.28,175.57,2
1, Kusatsu-Shirane  ,36.62,138.53,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Suwanose-jima  ,29.64,129.72,2
1, Karymsky  ,54.05,159.43,2
1, Purace  ,2.32,-76.4,2
1, Tongariro  ,-39.13,175.64,2
1, Tokachi  ,43.42,142.69,3
1, Izalco  ,13.81,-89.63,3
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Manam  ,-4.1,145.06,2
1, Babuyan Claro  ,19.52,121.94,2
1, Ketoi  ,47.35,152.47,2
1, Purace  ,2.32,-76.4,2
1, Tongariro  ,-39.13,175.64,2
1, Pavlof  ,55.42,-161.89,2
1, Raung  ,-8.12,114.04,2
1, Batur  ,-8.24,115.38,2
1, Izalco  ,13.81,-89.63,2
1, Irazu  ,9.98,-83.85,2
1, Kolokol Group  ,46.04,150.05,2
1, Kilauea  ,19.43,-155.29,2
1, Tongariro  ,-39.13,175.64,2
1, Komaga-take  ,42.06,140.68,2
1, Raung  ,-8.12,114.04,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Asama  ,36.4,138.53,2
1, Tongariro  ,-39.13,175.64,2
1, Galeras  ,1.22,-77.37,3
1, Ebulobo  ,-8.81,121.18,2
1, Yake-dake  ,36.22,137.59,2
1, Geureudong  ,4.81,96.82,2
1, Acatenango  ,14.5,-90.88,3
1, Manam  ,-4.1,145.06,2
1, Batur  ,-8.24,115.38,2
1, Chillan Nevados de  ,-36.86,-71.38,2
1, Aso  ,32.88,131.11,2
1, Sarychev Peak  ,48.09,153.2,2
1, Karymsky  ,54.05,159.43,2
1, Kronotsky  ,54.75,160.53,2
1, Zheltovsky  ,51.57,157.32,3
1, Komaga-take  ,42.06,140.68,2
1, Gamalama  ,0.8,127.33,2
1, Slamet  ,-7.24,109.21,2
1, Etna  ,37.73,15,2
1, Yake-dake  ,36.22,137.59,2
1, Kirishima  ,31.93,130.86,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Negro Cerro  ,12.51,-86.7,3
1, Soputan  ,1.11,124.72,2
1, Galeras  ,1.22,-77.37,2
1, Manam  ,-4.1,145.06,3
1, Gareloi  ,51.79,-178.79,3
1, Cotopaxi  ,-0.68,-78.44,2
1, Asama  ,36.4,138.53,2
1, Cameroon  ,4.2,9.17,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Rincon de la Vieja  ,10.83,-85.32,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Komaga-take  ,42.06,140.68,2
1, Santa Maria  ,14.76,-91.55,3
1, Lopevi  ,-16.51,168.35,2
1, Batur  ,-8.24,115.38,2
1, Grimsvotn  ,64.42,-17.33,2
1, Arenal  ,10.46,-84.7,2
1, Shishaldin  ,54.76,-163.97,2
1, Llaima  ,-38.69,-71.73,2
1, Villarrica  ,-39.42,-71.93,2
1, Kronotsky  ,54.75,160.53,2
1, Pavlof  ,55.42,-161.89,2
1, Concepcion  ,11.54,-85.62,2
1, Lewotobi  ,-8.53,122.78,2
1, Batur  ,-8.24,115.38,2
1, Lengai Ol Doinyo  ,-2.75,35.9,2
1, Raung  ,-8.12,114.04,2
1, Kerinci  ,-1.81,101.26,2
1, Sumbing  ,-2.41,101.73,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Karymsky  ,54.05,159.43,2
1, Ruapehu  ,-39.28,175.57,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Suwanose-jima  ,29.64,129.72,2
1, Villarrica  ,-39.42,-71.93,2
1, Cordon Caulle  ,-40.52,-72.2,3
1, Barrier The  ,2.32,36.57,2
1, Lewotolo  ,-8.27,123.5,2
1, Aso  ,32.88,131.11,2
1, Huequi  ,-42.38,-72.58,2
1, Merapi  ,-7.54,110.44,2
1, San Miguel  ,13.43,-88.27,2
1, Izalco  ,13.81,-89.63,2
1, Santa Ana  ,13.85,-89.63,2
1, Manam  ,-4.1,145.06,2
1, Kelut  ,-7.93,112.31,2
1, Asama  ,36.4,138.53,2
1, Villarrica  ,-39.42,-71.93,2
1, Salak  ,-6.72,106.73,2
1, Masaya  ,11.98,-86.16,2
1, Askja  ,65.03,-16.75,2
1, Marapi  ,-0.38,100.47,2
1, Asama  ,36.4,138.53,2
1, Etna  ,37.73,15,2
1, Aso  ,32.88,131.11,2
1, Babuyan Claro  ,19.52,121.94,2
1, Shikotsu  ,42.7,141.33,2
1, Kelut  ,-7.93,112.31,4
1, Ulawun  ,-5.05,151.33,2
1, Komaga-take  ,42.06,140.68,2
1, Negro Cerro  ,12.51,-86.7,2
1, Manam  ,-4.1,145.06,4
1, Yake-dake  ,36.22,137.59,2
1, Geureudong  ,4.81,96.82,2
1, San Miguel  ,13.43,-88.27,2
1, Peuet Sague  ,4.91,96.33,2
1, Concepcion  ,11.54,-85.62,2
1, Aso  ,32.88,131.11,2
1, Marapi  ,-0.38,100.47,2
1, Babuyan Claro  ,19.52,121.94,2
1, Ruapehu  ,-39.28,175.57,2
1, Ulawun  ,-5.05,151.33,2
1, Kaba  ,-3.52,102.62,2
1, Karthala  ,-11.75,43.38,3
1, Marapi  ,-0.38,100.47,2
1, Bulusan  ,12.77,124.05,2
1, Katla  ,63.63,-19.05,4
1, Barrier The  ,2.32,36.57,2
1, Manam  ,-4.1,145.06,2
1, Babuyan Claro  ,19.52,121.94,2
1, Llaima  ,-38.69,-71.73,2
1, Raung  ,-8.12,114.04,2
1, Calbuco  ,-41.33,-72.61,3
1, Agrigan  ,18.77,145.67,4
1, Shikotsu  ,42.7,141.33,2
1, Sorikmarapi  ,0.69,99.54,2
1, San Salvador  ,13.73,-89.29,3
1, Marapi  ,-0.38,100.47,2
1, Etna  ,37.73,15,2
1, Mutnovsky  ,52.45,158.19,3
1, Irazu  ,9.98,-83.85,3
1, Tongariro  ,-39.13,175.64,2
1, Pavlof  ,55.42,-161.89,2
1, Gamkonora  ,1.38,127.52,2
1, Soputan  ,1.11,124.72,2
1, Ruiz Nevado del  ,4.89,-75.32,2
1, Azul Cerro  ,-35.65,-70.76,5
1, Bulusan  ,12.77,124.05,2
1, Tungurahua  ,-1.47,-78.44,4
1, Yake-dake  ,36.22,137.59,2
1, Aso  ,32.88,131.11,2
1, Mutnovsky  ,52.45,158.19,2
1, Raung  ,-8.12,114.04,2
1, Mutnovsky  ,52.45,158.19,2
1, Lengai Ol Doinyo  ,-2.75,35.9,3
1, Alayta  ,12.88,40.57,2
1, Ragang  ,7.7,124.5,2
1, Karymsky  ,54.05,159.43,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Yake-dake  ,36.22,137.59,2
1, Arenal  ,10.46,-84.7,2
1, Erebus  ,-77.53,167.17,2
1, Ulawun  ,-5.05,151.33,3
1, Soputan  ,1.11,124.72,2
1, Raung  ,-8.12,114.04,2
1, Yake-dake  ,36.22,137.59,2
1, Suwanose-jima  ,29.64,129.72,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Erebus  ,-77.53,167.17,2
1, Oshima  ,34.72,139.4,2
1, Ambrym  ,-16.25,168.12,2
1, Tengger Caldera  ,-7.94,112.95,3
1, Rinjani  ,-8.42,116.47,2
1, Marapi  ,-0.38,100.47,2
1, Chillan Nevados de  ,-36.86,-71.38,2
1, Kuchinoerabu-jima  ,30.44,130.22,2
1, Sakura-jima  ,31.59,130.66,4
1, Aso  ,32.88,131.11,2
1, Oshima  ,34.72,139.4,2
1, Lassen Volc Center  ,40.49,-121.51,3
1, Poas  ,10.2,-84.23,2
1, Goriaschaia Sopka  ,46.83,151.75,2
1, Lewotobi  ,-8.53,122.78,2
1, Marapi  ,-0.38,100.47,2
1, Llaima  ,-38.69,-71.73,2
1, Pavlof  ,55.42,-161.89,2
1, Tongariro  ,-39.13,175.64,2
1, Azul Cerro  ,-35.65,-70.76,3
1, Negro Cerro  ,12.51,-86.7,2
1, Poas  ,10.2,-84.23,2
1, Asama  ,36.4,138.53,2
1, Babuyan Claro  ,19.52,121.94,2
1, Guallatiri  ,-18.42,-69.17,2
1, Isluga  ,-19.15,-68.83,2
1, Tongariro  ,-39.13,175.64,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Azul Cerro  ,-35.65,-70.76,2
1, Colima  ,19.51,-103.62,4
1, Awu  ,3.67,125.5,2
1, Soputan  ,1.11,124.72,2
1, Hekla  ,63.98,-19.7,2
1, Tongariro  ,-39.13,175.64,2
1, Raung  ,-8.12,114.04,2
1, Marapi  ,-0.38,100.47,2
1, Semeru  ,-8.11,112.92,2
1, Vesuvius  ,40.82,14.43,3
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Yake-dake  ,36.22,137.59,2
1, Ambrym  ,-16.25,168.12,3
1, Kirishima  ,31.93,130.86,2
1, Etna  ,37.73,15,2
1, Maipo  ,-34.16,-69.83,2
1, Llaima  ,-38.69,-71.73,2
1, Deception Island  ,-62.97,-60.65,3
1, Karymsky  ,54.05,159.43,2
1, Izalco  ,13.81,-89.63,2
1, Reventador  ,-0.08,-77.66,3
1, Azul Cerro  ,-35.65,-70.76,2
1, Yake-dake  ,36.22,137.59,2
1, Sangeang Api  ,-8.18,119.06,2
1, Katmai  ,58.28,-154.96,3
1, Novarupta  ,58.27,-155.16,6
1, Rincon de la Vieja  ,10.83,-85.32,2
1, Etna  ,37.73,15,3
1, Semeru  ,-8.11,112.92,2
1, Niuafo'ou  ,-15.6,-175.63,2
1, Nyamuragira  ,-1.41,29.2,3
1, Erebus  ,-77.53,167.17,2
1, Pago  ,-5.58,150.52,3
1, Lolobau  ,-4.92,151.16,4
1, Gamkonora  ,1.38,127.52,2
1, Aso  ,32.88,131.11,2
1, Karymsky  ,54.05,159.43,2
1, Akutan  ,54.13,-165.99,2
1, Calbuco  ,-41.33,-72.61,2
1, Taal  ,14,120.99,4
1, Sangeang Api  ,-8.18,119.06,2
1, Erebus  ,-77.53,167.17,2
1, Yake-dake  ,36.22,137.59,2
1, Ibu  ,1.48,127.64,2
1, San Pedro  ,-21.88,-68.4,2
1, Erebus  ,-77.53,167.17,2
1, Soputan  ,1.11,124.72,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Marapi  ,-0.38,100.47,2
1, Candlemas Island  ,-57.08,-26.67,2
1, Semeru  ,-8.11,112.92,3
1, Marapi  ,-0.38,100.47,2
1, Tongariro  ,-39.13,175.64,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Poas  ,10.2,-84.23,2
1, Heard  ,-53.11,73.51,2
1, Burney Monte  ,-52.33,-73.4,2
1, Etna  ,37.73,15,2
1, Aso  ,32.88,131.11,2
1, Tangkubanparahu  ,-6.77,107.6,2
1, Ebulobo  ,-8.81,121.18,2
1, Stromboli  ,38.79,15.21,3
1, Loki-Fogrufjoll  ,64.48,-17.8,2
1, Usu  ,42.54,140.84,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Tongariro  ,-39.13,175.64,2
1, Meru  ,-3.25,36.75,2
1, Yake-dake  ,36.22,137.59,2
1, Soputan  ,1.11,124.72,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Semeru  ,-8.11,112.92,2
1, Etna  ,37.73,15,2
1, Manam  ,-4.1,145.06,2
1, Irazu  ,9.98,-83.85,2
1, Lewotobi  ,-8.53,122.78,2
1, Shikotsu  ,42.7,141.33,3
1, Tengger Caldera  ,-7.94,112.95,2
1, Asama  ,36.4,138.53,2
1, Tongariro  ,-39.13,175.64,2
1, Calbuco  ,-41.33,-72.61,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Aso  ,32.88,131.11,2
1, Cameroon  ,4.2,9.17,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Sumbing  ,-2.41,101.73,2
1, Avachinsky  ,53.26,158.83,2
1, Villarrica  ,-39.42,-71.93,2
1, Semeru  ,-8.11,112.92,2
1, Iliboleng  ,-8.34,123.26,2
1, Tenerife  ,28.27,-16.64,2
1, Rinjani  ,-8.42,116.47,2
1, Ambrym  ,-16.25,168.12,2
1, Lopevi  ,-16.51,168.35,2
1, Karymsky  ,54.05,159.43,2
1, Maipo  ,-34.16,-69.83,2
1, Semeru  ,-8.11,112.92,2
1, Aso  ,32.88,131.11,2
1, Asama  ,36.4,138.53,2
1, Dempo  ,-4.03,103.13,2
1, Erebus  ,-77.53,167.17,2
1, Etna  ,37.73,15,2
1, Soputan  ,1.11,124.72,2
1, Bagana  ,-6.14,155.19,2
1, Asama  ,36.4,138.53,2
1, Kerinci  ,-1.81,101.26,2
1, Villarrica  ,-39.42,-71.93,2
1, Colima  ,19.51,-103.62,3
1, Langila  ,-5.53,148.42,2
1, Kaba  ,-3.52,102.62,2
1, Babuyan Claro  ,19.52,121.94,2
1, Kiska  ,52.1,177.6,2
1, Ubinas  ,-16.36,-70.9,2
1, Llaima  ,-38.69,-71.73,2
1, Semeru  ,-8.11,112.92,2
1, Asama  ,36.4,138.53,2
1, Tongariro  ,-39.13,175.64,2
1, Tupungatito  ,-33.4,-69.8,2
1, Ksudach  ,51.8,157.53,5
1, Carran-Los Venados  ,-40.35,-72.07,3
1, Calbuco  ,-41.33,-72.61,2
1, Villarrica  ,-39.42,-71.93,2
1, Alayta  ,12.88,40.57,2
1, Cotopaxi  ,-0.68,-78.44,2
1, Soputan  ,1.11,124.72,2
1, Semeru  ,-8.11,112.92,2
1, Azul Cerro  ,-35.65,-70.76,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Asama  ,36.4,138.53,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Concepcion  ,11.54,-85.62,2
1, Lewotobi  ,-8.53,122.78,3
1, Tongariro  ,-39.13,175.64,2
1, Telica  ,12.6,-86.84,2
1, Nyamuragira  ,-1.41,29.2,3
1, Gamalama  ,0.8,127.33,2
1, Yake-dake  ,36.22,137.59,2
1, Aso  ,32.88,131.11,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Marapi  ,-0.38,100.47,2
1, Nemo Peak  ,49.57,154.81,2
1, Pavlof  ,55.42,-161.89,3
1, Purace  ,2.32,-76.4,2
1, Azul Cerro  ,-35.65,-70.76,2
1, Calbuco  ,-41.33,-72.61,2
1, Huequi  ,-42.38,-72.58,2
1, Tofua  ,-19.75,-175.07,2
1, Masaya  ,11.98,-86.16,2
1, Merapi  ,-7.54,110.44,2
1, Tongariro  ,-39.13,175.64,2
1, Ruapehu  ,-39.28,175.57,2
1, Asama  ,36.4,138.53,2
1, Villarrica  ,-39.42,-71.93,2
1, Aso  ,32.88,131.11,3
1, Soputan  ,1.11,124.72,2
1, Chillan Nevados de  ,-36.86,-71.38,2
1, Cotopaxi  ,-0.68,-78.44,2
1, Sundoro  ,-7.3,109.99,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Ubinas  ,-16.36,-70.9,2
1, Tofua  ,-19.75,-175.07,2
1, Tongariro  ,-39.13,175.64,2
1, Batur  ,-8.24,115.38,2
1, Cotopaxi  ,-0.68,-78.44,2
1, Merapi  ,-7.54,110.44,2
1, Socorro  ,18.78,-110.95,2
1, Momotombo  ,12.42,-86.54,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Nyamuragira  ,-1.41,29.2,2
1, Savai'i  ,-13.61,-172.53,2
1, Semeru  ,-8.11,112.92,2
1, Komaga-take  ,42.06,140.68,2
1, Kusatsu-Shirane  ,36.62,138.53,2
1, Maipo  ,-34.16,-69.83,2
1, Inielika  ,-8.73,120.98,2
1, Marapi  ,-0.38,100.47,2
1, Canlaon  ,10.41,123.13,2
1, Batur  ,-8.24,115.38,2
1, Iliboleng  ,-8.34,123.26,2
1, Canlaon  ,10.41,123.13,2
1, Tolbachik  ,55.83,160.33,2
1, Villarrica  ,-39.42,-71.93,2
1, Semeru  ,-8.11,112.92,2
1, Santa Ana  ,13.85,-89.63,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Karthala  ,-11.75,43.38,2
1, Nyamuragira  ,-1.41,29.2,2
1, Mutnovsky  ,52.45,158.19,2
1, Masaya  ,11.98,-86.16,2
1, Slamet  ,-7.24,109.21,2
1, Asama  ,36.4,138.53,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Mahawu  ,1.36,124.86,2
1, Manam  ,-4.1,145.06,3
1, Erta Ale  ,13.6,40.67,2
1, Tongariro  ,-39.13,175.64,2
1, Erta Ale  ,13.6,40.67,2
1, Ruapehu  ,-39.28,175.57,2
1, Santa Maria  ,14.76,-91.55,2
1, Soufriere Guadeloupe  ,16.05,-61.67,2
1, Azul Cerro  ,-35.65,-70.76,2
1, Colima  ,19.51,-103.62,3
1, Semeru  ,-8.11,112.92,2
1, Taal  ,14,120.99,2
1, Llaima  ,-38.69,-71.73,2
1, Asama  ,36.4,138.53,2
1, Kirishima  ,31.93,130.86,2
1, Cotopaxi  ,-0.68,-78.44,3
1, Sundoro  ,-7.3,109.99,2
1, Izalco  ,13.81,-89.63,2
1, Raung  ,-8.12,114.04,2
1, Salak  ,-6.72,106.73,2
1, Seguam  ,52.31,-172.51,3
1, Concepcion  ,11.54,-85.62,2
1, Purace  ,2.32,-76.4,2
1, Lascar  ,-23.37,-67.73,2
1, Redoubt  ,60.48,-152.74,3
1, Canlaon  ,10.41,123.13,2
1, Asama  ,36.4,138.53,2
1, Raung  ,-8.12,114.04,2
1, Momotombo  ,12.42,-86.54,2
1, Pelee  ,14.82,-61.17,4
1, Soufriere St. Vincent  ,13.33,-61.18,4
1, Izalco  ,13.81,-89.63,2
1, Yucamane  ,-17.18,-70.2,2
1, Rincon de la Vieja  ,10.83,-85.32,2
1, Kusatsu-Shirane  ,36.62,138.53,2
1, Wrangell  ,62,-144.02,2
1, Masaya  ,11.98,-86.16,2
1, Asama  ,36.4,138.53,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Santa Maria  ,14.76,-91.55,6
1, Merapi  ,-7.54,110.44,2
1, Grimsvotn  ,64.42,-17.33,4
1, Bardarbunga  ,64.63,-17.53,2
1, Nyamuragira  ,-1.41,29.2,2
1, Dukono  ,1.68,127.88,2
1, Ilyinsky  ,51.49,157.2,3
1, Pavlof  ,55.42,-161.89,2
1, Semeru  ,-8.11,112.92,2
1, Soputan  ,1.11,124.72,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Tupungatito  ,-33.4,-69.8,2
1, Kelut  ,-7.93,112.31,3
1, San Pedro  ,-21.88,-68.4,2
1, Rinjani  ,-8.42,116.47,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Avachinsky  ,53.26,158.83,2
1, Langila  ,-5.53,148.42,2
1, Mendeleev  ,43.98,145.74,2
1, Wrangell  ,62,-144.02,2
1, Tungurahua  ,-1.47,-78.44,2
1, Huequi  ,-42.38,-72.58,2
1, Asama  ,36.4,138.53,2
1, Erebus  ,-77.53,167.17,2
1, Mayon  ,13.26,123.69,2
1, Semeru  ,-8.11,112.92,2
1, Dempo  ,-4.03,103.13,2
1, Adatara  ,37.64,140.29,2
1, Dempo  ,-4.03,103.13,2
1, Rinjani  ,-8.42,116.47,2
1, Manam  ,-4.1,145.06,2
1, Okmok  ,53.43,-168.13,3
1, Purace  ,2.32,-76.4,2
1, Buckle Island  ,-66.8,163.25,2
1, Semeru  ,-8.11,112.92,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Sirung  ,-8.51,124.15,2
1, Asama  ,36.4,138.53,2
1, Gede  ,-6.78,106.98,2
1, Lewotolo  ,-8.27,123.5,2
1, Asama  ,36.4,138.53,2
1, Etna  ,37.73,15,3
1, Kirishima  ,31.93,130.86,2
1, Semeru  ,-8.11,112.92,2
1, Adatara  ,37.64,140.29,2
1, Wrangell  ,62,-144.02,2
1, Negro Cerro  ,12.51,-86.7,2
1, Semeru  ,-8.11,112.92,2
1, Izalco  ,13.81,-89.63,2
1, Ulawun  ,-5.05,151.33,3
1, Shishaldin  ,54.76,-163.97,2
1, Lascar  ,-23.37,-67.73,2
1, Chillan Nevados de  ,-36.86,-71.38,2
1, Tongariro  ,-39.13,175.64,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Lamongan  ,-8,113.34,2
1, Kirishima  ,31.93,130.86,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Semeru  ,-8.11,112.92,2
1, Mutnovsky  ,52.45,158.19,2
1, Reventador  ,-0.08,-77.66,3
1, Colo [Una Una]  ,-0.17,121.61,3
1, Gamalama  ,0.8,127.33,2
1, Aso  ,32.88,131.11,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Nipesotsu-Upepesanke  ,43.45,143.04,2
1, Kirishima  ,31.93,130.86,2
1, Tongariro  ,-39.13,175.64,2
1, Merapi  ,-7.54,110.44,2
1, Batur  ,-8.24,115.38,2
1, Shiveluch  ,56.65,161.36,2
1, Grimsvotn  ,64.42,-17.33,2
1, Tupungatito  ,-33.4,-69.8,2
1, Semeru  ,-8.11,112.92,2
1, Aso  ,32.88,131.11,2
1, Raung  ,-8.12,114.04,2
1, Barrier The  ,2.32,36.57,2
1, Kirishima  ,31.93,130.86,2
1, Bagana  ,-6.14,155.19,2
1, Mayon  ,13.26,123.69,4
1, Kusatsu-Shirane  ,36.62,138.53,2
1, Dona Juana  ,1.47,-76.92,4
1, Villarrica  ,-39.42,-71.93,2
1, Tengger Caldera  ,-7.94,112.95,2
1, Socorro  ,18.78,-110.95,2
1, Huequi  ,-42.38,-72.58,2
1, Fuego  ,14.47,-90.88,2
1, Semeru  ,-8.11,112.92,2
1, Tangkubanparahu  ,-6.77,107.6,2
1, Raung  ,-8.12,114.04,2
1, Mayon  ,13.26,123.69,2
1, Lamongan  ,-8,113.34,2
1, Azuma  ,37.73,140.25,2
1, Tongariro  ,-39.13,175.64,2
1, Kliuchevskoi  ,56.06,160.64,2
1, Kirishima  ,31.93,130.86,2
1, Barrier The  ,2.32,36.57,2
1, Dakataua  ,-5.06,150.11,2
1, Sumaco  ,-0.54,-77.63,2
1, Cotopaxi  ,-0.68,-78.44,2
1, San Jose  ,-33.78,-69.9,2
1, Llaima  ,-38.69,-71.73,2
1, Zao  ,38.14,140.44,2
1, Azuma  ,37.73,140.25,2
1, Ruapehu  ,-39.28,175.57,2
1, Semeru  ,-8.11,112.92,2
1, Karkar  ,-4.65,145.96,2
1, Dempo  ,-4.03,103.13,2
1, Kirishima  ,31.93,130.86,2
1, Mayon  ,13.26,123.69,2
1, Zao  ,38.14,140.44,2
1, Bagana  ,-6.14,155.19,2
1, Bulusan  ,12.77,124.05,2
1, Alaid  ,50.86,155.55,2
1, Pavlof  ,55.42,-161.89,2
1, Reventador  ,-0.08,-77.66,3
1, Merapi  ,-7.54,110.44,2
1, Shikotsu  ,42.7,141.33,2
1, Kirishima  ,31.93,130.86,2
1, Aso  ,32.88,131.11,2
1, Azuma  ,37.73,140.25,2
1, Asama  ,36.4,138.53,2
1, Canlaon  ,10.41,123.13,2
1, Nyamuragira  ,-1.41,29.2,2
1, Zao  ,38.14,140.44,2
1, Kolokol Group  ,46.04,150.05,2
1, Fournaise Piton de la  ,-21.23,55.71,2
1, Shikotsu  ,42.7,141.33,2
1, Avachinsky  ,53.26,158.83,2
1, Ambrym  ,-16.25,168.12,3
